File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./Rel.v;SimpleTypeIntersection;;;95;11;apply;Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;95;12;apply;Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;95;13;apply;Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;96;13;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;96;14;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;96;15;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;96;16;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;96;17;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;13;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;14;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;15;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;16;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;17;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;25;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;26;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;27;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;28;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;97;29;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;11;apply;(Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;12;apply;(Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;13;apply;(Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;14;apply;(Hc;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;29;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;30;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;31;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;32;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;33;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;34;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;35;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;36;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;37;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;38;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;46;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;47;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;48;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;49;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;50;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;51;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;52;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;53;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;54;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;116;55;apply;total_rel;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;151;37;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;151;38;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;151;39;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;151;40;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;151;41;apply;le_n;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;167;22;apply;Hnm;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;167;23;apply;Hnm;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;167;24;apply;Hnm;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;167;25;apply;Hnm;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;22;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;23;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;24;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;25;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;26;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;34;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;35;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;36;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;37;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;38;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;168;39;apply;IHHmo;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;175;9;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;175;10;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;175;11;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;175;12;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;175;13;apply;le_S;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;9;apply;le_trans;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;10;apply;le_trans;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;11;apply;le_trans;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;12;apply;le_trans;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;13;apply;le_trans;-2;;;;;;;;;;
./Rel.v;SimpleTypeIntersection;;;176;14;apply;le_trans;-2;;;;;;;;;;
