File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./point_Simson.v;SimpleTypeIntersection;;;7;7;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;8;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;9;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;10;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;11;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;12;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;13;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;14;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;7;15;apply;regulier;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;7;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;8;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;9;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;10;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;11;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;12;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;13;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;14;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;15;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;16;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;8;17;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;7;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;8;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;9;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;10;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;11;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;12;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;13;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;14;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;15;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;16;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;9;17;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;7;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;8;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;9;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;10;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;11;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;12;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;13;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;14;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;15;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;16;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;10;17;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;7;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;8;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;9;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;10;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;11;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;12;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;13;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;14;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;15;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;16;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;11;17;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;7;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;8;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;9;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;10;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;11;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;12;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;13;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;14;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;15;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;16;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;33;17;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;7;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;8;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;9;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;10;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;11;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;12;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;13;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;14;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;15;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;16;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;37;17;apply;compatible;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;7;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;8;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;9;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;10;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;11;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;12;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;13;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;14;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;15;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;16;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;39;17;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;40;7;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;40;8;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;40;9;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;40;10;apply;transitive;-2;;;;;;;;;;
./point_Simson.v;SimpleTypeIntersection;;;40;11;apply;transitive;-2;;;;;;;;;;
