File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;7;apply;star_trans1;3;Rplus_Rstar;star_step1;star_trans;star_trans1;star_refl;inclus_reg_star;inclus_star;noetherian_course_of_values;Rplus_transitive;comp_relplus
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;8;apply;star_trans1;3;S;star_step1;star_trans;star_trans1;star_refl;sig2_eta;sigT2_eta;sub;strong_confluence_en;sub_explicits
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;9;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;strong_confluence_en;sigT;sigT2_eta;sigT2;shift;CompSpecT
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;10;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;sig2_eta;inclus_star;sigT2_eta;explicit_star;subrelation;inclus_reg_star
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;11;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;inclus_star;explicit_star;inclus_reg_star;e_relSLstar;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;12;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;13;apply;star_trans1;1;star_trans;star_trans1;star_step1;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;14;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;15;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;16;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;17;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;33;18;apply;star_trans1;0;star_trans1;;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;7;apply;star_trans1;3;Rplus_Rstar;star_step1;star_trans;star_trans1;star_refl;inclus_reg_star;inclus_star;noetherian_course_of_values;Rplus_transitive;comp_relplus
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;8;apply;star_trans1;3;S;star_step1;star_trans;star_trans1;star_refl;sig2_eta;sigT2_eta;sub;strong_confluence_en;sub_explicits
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;9;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;strong_confluence_en;sigT;sigT2_eta;sigT2;shift;CompSpecT
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;10;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;sig2_eta;inclus_star;sigT2_eta;explicit_star;subrelation;inclus_reg_star
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;11;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;inclus_star;explicit_star;inclus_reg_star;e_relSLstar;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;12;apply;star_trans1;2;star_step1;star_trans;star_trans1;star_refl;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;13;apply;star_trans1;1;star_trans;star_trans1;star_step1;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;14;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;15;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;16;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;17;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;65;18;apply;star_trans1;0;star_trans1;;;;;;;;;
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;75;46;apply;case_SLapp;32;PC_app_id;PC1_app_ctxt_l;PC2_app_ctxt_l;PC_app_ctxt_r;Rstar_Rplus_R;comp_case;Ex_PQ;inhabited_sig_to_exists;forall_exists_unique_domain_coincide;star_case
./resoudPC_SL.v;StructuredTypeEvaluation;10;10;75;47;apply;case_SLapp;10;comp_case;case_SL_rvarlift2;case_SL_rvarlift1;case_SL_rvarcons;case_SL_fvarlift2;case_SL_fvarlift1;case_SL_fvarcons;case_SL_varshift2;case_SL_varshift1;case_SLlambda
