File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./Substitution.v;StructuredTypeEvaluation;10;10;99;7;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;Arith_prebase.gt_asym_stt;Arith_prebase.gt_irrefl_stt;gt_dec;DecidableClass.Decidable_complete_alt;DecidableClass.Decidable_not;Decidable.dec_not;Decidable.imp_simp;Decidable.not_imp;Bool.reflect_dec
./Substitution.v;StructuredTypeEvaluation;10;10;99;8;apply;le_not_gt;-1;lt_dec;le_dec;leb_compare;List.Exists_dec_subproof;List.nodup_inv;List.in_nil;List.hd_error_some_nil;List.Forall_dec_subproof0;List.Forall_dec_subproof;List.Exists_dec_subproof0
./Substitution.v;StructuredTypeEvaluation;10;10;99;9;apply;le_not_gt;-1;le_dec;leb_compare;List.Exists_dec_subproof;List.Exists_dec_subproof0;List.Exists_Forall_neg;List.Exists_dec;Nat.le_ngt;List.hd_error_some_nil;lt_dec;Nat.le_dne
./Substitution.v;StructuredTypeEvaluation;10;10;99;10;apply;le_not_gt;-1;le_dec;leb_compare;Nat.le_ngt;Nat.le_dne;Nat.le_neq;BinInt.Z.le_ngt;BinNat.N.le_ngt;List.hd_error_some_nil;BinInt.Z.le_dne;BinNat.N.le_dne
./Substitution.v;StructuredTypeEvaluation;10;10;99;11;apply;le_not_gt;-1;Nat.le_ngt;Nat.le_neq;BinInt.Z.le_ngt;BinNat.N.le_ngt;BinInt.Z.le_neq;BinNat.N.le_neq;BinPos.Pos.le_nlt;Nat.leb_nle;Arith_prebase.le_not_gt_stt;Arith_prebase.le_not_lt_stt
./Substitution.v;StructuredTypeEvaluation;10;10;99;12;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;Arith_prebase.le_not_lt_stt;List.remove_cons;List.remove_concat;List.map_eq_cons;List.hd_error_some_nil;List.Exists_Forall_neg;Nat.measure_left_induction;List.nodup_fixed_point;BinInt.Z.measure_left_induction
./Substitution.v;StructuredTypeEvaluation;10;10;99;13;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;Arith_prebase.le_not_lt_stt;List.remove_concat;List.nodup_fixed_point;Nat.measure_left_induction;BinInt.Z.measure_left_induction;BinNat.N.measure_left_induction;;;
./Substitution.v;StructuredTypeEvaluation;10;10;99;14;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;Arith_prebase.le_not_lt_stt;;;;;;;;
./Substitution.v;StructuredTypeEvaluation;10;10;99;15;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;;;;;;;;;
./Substitution.v;StructuredTypeEvaluation;10;10;99;16;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;;;;;;;;;
./Substitution.v;StructuredTypeEvaluation;10;10;107;7;apply;le_not_gt;-1;Arith_prebase.le_not_gt_stt;Arith_prebase.gt_asym_stt;Arith_prebase.gt_irrefl_stt;gt_dec;DecidableClass.Decidable_complete_alt;DecidableClass.Decidable_not;Decidable.dec_not;Decidable.imp_simp;Decidable.not_imp;Bool.reflect_dec
./Substitution.v;StructuredTypeEvaluation;10;10;107;8;apply;le_not_gt;-1;lt_dec;le_dec;leb_compare;List.Exists_dec_subproof;List.nodup_inv;List.in_nil;List.hd_error_some_nil;List.Forall_dec_subproof0;List.Forall_dec_subproof;List.Exists_dec_subproof0
