File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./Reduction.v;StructuredTypeEvaluation;10;10;65;7;apply;one_step_red;3;abs_red;trans_red;refl_red;one_step_red;H;beta;ssrunder.Under_rel.Under_rel_from_rel;ssrclasses.reflexivity;well_founded_inv_lt_rel_compat;well_founded_lt_compat
./Reduction.v;StructuredTypeEvaluation;10;10;65;8;apply;one_step_red;0;one_step_red;or_intror;or_introl;or_comm;or_iff_compat_r;or_iff_compat_l;or_assoc;or_cancel_r;or_cancel_l;Operators_Properties.clos_rst_is_equiv
./Reduction.v;StructuredTypeEvaluation;10;10;65;9;apply;one_step_red;0;one_step_red;or_intror;or_introl;or_cancel_r;or_cancel_l;Relation_Operators.clos_refl_sym_trans_1n_sind;Relation_Operators.clos_refl_sym_trans_1n_ind;Relation_Operators.clos_refl_sym_trans_sind;Relation_Operators.clos_refl_sym_trans_ind;Relation_Operators.clos_refl_trans_1n_sind
./Reduction.v;StructuredTypeEvaluation;10;10;65;10;apply;one_step_red;0;one_step_red;or_cancel_r;or_cancel_l;RelationClasses.StrictOrder_Transitive;RelationClasses.PreOrder_Transitive;CRelationClasses.StrictOrder_Transitive;CRelationClasses.PreOrder_Transitive;EqdepFacts.UIP_on__UIP_refl_on;Relation_Operators.sp_noswap;List.count_occ_unique
./Reduction.v;StructuredTypeEvaluation;10;10;65;11;apply;one_step_red;0;one_step_red;or_cancel_r;or_cancel_l;EqdepFacts.UIP_on__UIP_refl_on;Relation_Operators.clos_trans_1n_sind;Relation_Operators.clos_trans_1n_ind;Relation_Operators.clos_trans_sind;Relation_Operators.clos_trans_ind;Relation_Operators.clos_refl_trans_1n_sind;Relation_Operators.clos_refl_trans_1n_ind
./Reduction.v;StructuredTypeEvaluation;10;10;65;12;apply;one_step_red;0;one_step_red;Relation_Operators.clos_trans_1n_sind;Relation_Operators.clos_trans_sind;Relation_Operators.clos_refl_trans_1n_sind;Relation_Operators.clos_refl_trans_sind;Relation_Operators.clos_refl_sym_trans_1n_sind;Relation_Operators.clos_refl_sym_trans_sind;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;13;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;14;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;15;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;16;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;17;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;18;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;19;apply;one_step_red;0;one_step_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;27;apply;abs_red;0;abs_red;trans_red;refl_red;one_step_red;H;beta;ssrunder.Under_rel.Under_rel_from_rel;ssrclasses.reflexivity;well_founded_inv_lt_rel_compat;well_founded_lt_compat
./Reduction.v;StructuredTypeEvaluation;10;10;65;28;apply;abs_red;0;abs_red;and_comm;and_iff_compat_r;and_iff_compat_l;and_assoc;and_cancel_r;and_cancel_l;Acc_intro_generator;ARopp_zero;ARmul_0_r
./Reduction.v;StructuredTypeEvaluation;10;10;65;29;apply;abs_red;0;abs_red;ARsub_def;Relation_Operators.le_AsB_sind;Relation_Operators.le_AsB_ind;CRelationClasses.arrow_Reflexive_obligation_1;CRelationClasses.arrow_Transitive_obligation_1;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;30;apply;abs_red;0;abs_red;ARsub_def;Relation_Operators.le_AsB_sind;Relation_Operators.le_AsB_ind;CRelationClasses.arrow_Transitive_obligation_1;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;31;apply;abs_red;0;abs_red;ARsub_def;Relation_Operators.le_AsB_sind;Relation_Operators.le_AsB_ind;CRelationClasses.arrow_Transitive_obligation_1;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;32;apply;abs_red;0;abs_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;33;apply;abs_red;0;abs_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;65;34;apply;abs_red;0;abs_red;;;;;;;;;
./Reduction.v;StructuredTypeEvaluation;10;10;66;7;apply;refl_red;2;abs_red;trans_red;refl_red;one_step_red;H;beta;ssrunder.Under_rel.Under_rel_from_rel;ssrclasses.reflexivity;well_founded_inv_lt_rel_compat;well_founded_lt_compat
./Reduction.v;StructuredTypeEvaluation;10;10;66;8;apply;refl_red;0;refl_red;right;ropp_ext2;ropp_ext;ropp_ext5;ropp_ext3;rmul_ext2;radd_ext2;rmul_ext1;radd_ext1
./Reduction.v;StructuredTypeEvaluation;10;10;66;9;apply;refl_red;0;refl_red;Relation_Operators.clos_refl_sym_trans_1n_sind;Relation_Operators.clos_refl_sym_trans_1n_ind;Relation_Operators.clos_refl_sym_trans_sind;Relation_Operators.clos_refl_sym_trans_ind;Relation_Operators.clos_refl_trans_1n_sind;Relation_Operators.clos_refl_trans_1n_ind;Relation_Operators.clos_refl_trans_sind;Relation_Operators.clos_refl_trans_ind;Relation_Operators.clos_trans_1n_sind
