File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./IZF_power.v;SimpleTypeIntersection;;;95;43;apply;and_intro;480;POWER_in1;POWER_in2;POWER;POWER_rt;eq_out_inl;eq_inl_out;eq_inl_inl;eq_inr_inl;eq_inl_inr;EQV_deloc
./IZF_power.v;SimpleTypeIntersection;;;95;44;apply;and_intro;11;and_fst;app;and_assoc;and_iff_compat_r;and_iff_compat_l;andb_true_intro;andb_prop;absurd_set;absurd;and_snd
./IZF_power.v;SimpleTypeIntersection;;;95;45;apply;and_intro;8;and_fst;and_assoc;and_iff_compat_r;and_iff_compat_l;andb_true_intro;andb_prop;and_snd;and_comm;and_intro;and_cancel_r
./IZF_power.v;SimpleTypeIntersection;;;95;46;apply;and_intro;9;and;and_fst;and_assoc;and_iff_compat_r;and_iff_compat_l;andb_true_intro;andb_prop;and_snd;and_comm;and_intro
./IZF_power.v;SimpleTypeIntersection;;;95;47;apply;and_intro;6;and_fst;and_assoc;and_iff_compat_r;and_iff_compat_l;and_snd;and_comm;and_intro;and_cancel_r;and_cancel_l;and_sind
./IZF_power.v;SimpleTypeIntersection;;;95;48;apply;and_intro;2;and_iff_compat_r;and_iff_compat_l;and_intro;and_ind;and_sind;andb_true_intro;;;;
./IZF_power.v;SimpleTypeIntersection;;;95;49;apply;and_intro;0;and_intro;and_ind;and_sind;andb_true_intro;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;95;50;apply;and_intro;0;and_intro;andb_true_intro;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;95;51;apply;and_intro;0;and_intro;andb_true_intro;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;95;52;apply;and_intro;0;and_intro;andb_true_intro;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;99;22;apply;H;-1;eq_out_inl;eq_inl_out;eq_inl_inl;POWER_in1;eq_inr_inl;eq_inl_inr;POWER_in2;out;inr;POWER
./IZF_power.v;SimpleTypeIntersection;;;99;23;apply;H;-1;Hexadecimal.hexadecimal_eq_dec;Hexadecimal.signed_int_eq_dec;Hexadecimal.uint_eq_dec;Hexadecimal.internal_hexadecimal_dec_lb;Hexadecimal.internal_hexadecimal_dec_bl;Hexadecimal.internal_signed_int_dec_lb0;Hexadecimal.internal_signed_int_dec_bl0;Hexadecimal.uint_sind;Hexadecimal.uint_rec;Hexadecimal.uint_ind
./IZF_power.v;SimpleTypeIntersection;;;101;30;apply;ex2_intro;10;eq_inl_inl;eq_inr_inl;eq_inl_inr;eq_inr_inr;eq_out_inl;eq_inl_out;eq_sym;POWER;eq_some_some;eq_trans
./IZF_power.v;SimpleTypeIntersection;;;101;31;apply;ex2_intro;9;eq_inl_inl;eq_inr_inl;eq_inl_inr;eq_inr_inr;eq_out_inl;eq_inl_out;eq_sym;eq_some_some;eq_trans;ex2_intro
./IZF_power.v;SimpleTypeIntersection;;;101;32;apply;ex2_intro;1;ex;ex2_intro;ex_sind;ex_ind;existT;exist;ex2_of_sigT2;ex2_of_sig2;ex_of_ex2;ex2_sind
./IZF_power.v;SimpleTypeIntersection;;;101;33;apply;ex2_intro;1;ex2;ex2_intro;ex2_of_sigT2;ex2_of_sig2;ex2_sind;ex2_ind;ex2_rec;ex2_rect;ex2_eta;exist2
./IZF_power.v;SimpleTypeIntersection;;;101;34;apply;ex2_intro;0;ex2_intro;ex2_of_sigT2;ex2_of_sig2;ex2_sind;ex2_ind;ex2_rec;ex2_rect;ex2_eta;ex_proj2_eq;ex_proj2_of_ex2_eq
./IZF_power.v;SimpleTypeIntersection;;;101;35;apply;ex2_intro;0;ex2_intro;ex2_ind;ex2_sind;ex2_of_sigT2;ex2_of_sig2;eq_ex2_ind_uncurried;eq_ex2_ind;eq_ex2_hprop_iff;eq_ex2_rect_ex_intro2;eq_ex2_rect_ex_intro2_r
./IZF_power.v;SimpleTypeIntersection;;;101;36;apply;ex2_intro;0;ex2_intro;ex2_ind;ex2_sind;eq_ex2_ind_uncurried;eq_ex2_ind;eq_ex2_rect_ex_intro2;eq_ex2_rect_ex_intro2_r;eq_ex2_rect_ex_intro2_l;eq_ex2_uncurried_iff;eq_ex2_uncurried
./IZF_power.v;SimpleTypeIntersection;;;101;37;apply;ex2_intro;0;ex2_intro;eq_ex2_rect_ex_intro2;eq_ex2_rect_ex_intro2_r;eq_ex2_rect_ex_intro2_l;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;101;38;apply;ex2_intro;0;ex2_intro;eq_ex2_rect_ex_intro2;eq_ex2_rect_ex_intro2_l;eq_ex2_rect_ex_intro2_r;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;101;39;apply;ex2_intro;0;ex2_intro;eq_ex2_rect_ex_intro2;eq_ex2_rect_ex_intro2_r;eq_ex2_rect_ex_intro2_l;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;7;apply;(eq_sym;-1;H3;H1;H2;Exc;sumor;sumbool;Number.number;Number.signed_int;Number.uint;Nat.t
./IZF_power.v;SimpleTypeIntersection;;;102;8;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;9;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;10;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;11;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;12;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;13;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;102;14;apply;(eq_sym;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;32;apply;(eq_inl_inr;-1;eq_inl_inl;eq_inr_inl;eq_inl_inr;eq_inr_inr;POWER_in2;eq_trans;ex2_intro;eq_out_inr;eq_inr_out;eq_out_inl
./IZF_power.v;SimpleTypeIntersection;;;105;33;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;34;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;35;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;36;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;37;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;38;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;39;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;40;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;41;apply;(eq_inl_inr;-1;;;;;;;;;;
./IZF_power.v;SimpleTypeIntersection;;;105;42;apply;(eq_inl_inr;-1;;;;;;;;;;
